sedft,sedfv,Sepkoskit,Sepkoskiv,Rhodet,Rhodev
-274.0,2.2507469191413216,-275.51940850277265,1325.1061654411749,-274.0,1316.0
-275.0,2.3305620051732086,-276.52495378927915,1334.8289060150546,-275.0,1316.0
-276.0,2.397741288802471,-277.5304990757856,1341.521925737866,-276.0,1289.0
-277.0,2.451215684537766,-278.53604436229205,1345.0303458624207,-277.0,1289.0
-278.0,2.490355666907923,-279.54158964879855,1345.1992876415295,-278.0,1289.0000000000002
-279.0,2.5145317104417764,-280.547134935305,1341.873872328003,-279.0,1289.0000000000002
-280.0,2.5231142896681558,-281.5526802218115,1334.899221174653,-280.0,1210.0
-281.0,2.516310828115657,-282.55822550831795,1324.1204554342896,-281.0,1210.0
-282.0,2.497676545311913,-283.5637707948244,1309.3826963597248,-282.0,1210.0000000000002
-283.0,2.471603609784324,-284.5693160813309,1290.5317996234935,-283.0,1210.0
-284.0,2.4424841900602843,-285.57486136783734,1267.656046504413,-284.0,1210.0000000000002
-285.0,2.4147104546671923,-286.58040665434385,1241.4350910528824,-285.0,1225.0000000000002
-286.0,2.392674572132444,-287.5859519408503,1212.6370633643294,-286.0,1225.0000000000002
-287.0,2.380768710983438,-288.59149722735674,1182.0300935341788,-287.0,1225.0000000000002
-288.0,2.3819158593480494,-289.59704251386324,1150.3823116578549,-288.0,1225.0
-289.0,2.393162283756077,-290.6025878003697,1118.4618478307866,-289.0,1225.0
-290.0,2.4100850703378,-291.6081330868762,1087.0368321483968,-290.0,1160.0000000000002
-291.0,2.428261305223495,-292.61367837338264,1056.8753947061143,-291.0,1160.0000000000002
-292.0,2.443268074543441,-293.6192236598891,1028.745665599363,-292.0,1160.0000000000002
-293.0,2.4506824644279166,-294.6247689463956,1003.4157735449015,-293.0,1160.0
-294.0,2.4479789622957284,-295.63031423290204,981.5546221524062,-294.0,1160.0
-295.0,2.4402216607198053,-296.63585951940854,963.4624678326909,-295.0,1090.0000000000002
-296.0,2.434372053561603,-297.641404805915,949.353972359203,-296.0,1090.0000000000002
-297.0,2.4373916346825797,-298.64695009242143,939.4437975053885,-297.0,1041.0000000000002
-298.0,2.4535270680740586,-299.65249537892794,933.9336849517065,-298.0,1041.0
-299.0,2.4761656982468248,-300.6580406654344,932.8650650531507,-299.0,1105.0
-300.0,2.495980039841532,-301.6635859519409,936.1709265366011,-300.0,1105.0
-301.0,2.503642607498832,-302.66913123844733,943.7822114881529,-301.0,1105.0000000000002
-302.0,2.492717626889045,-303.67467652495384,955.6298619939008,-302.0,1105.0000000000002
-303.0,2.468336167801156,-304.6802218114603,971.6448201399378,-303.0,1105.0
-304.0,2.438521011053815,-305.68576709796673,991.7580280123586,-304.0,1125.0000000000002
-305.0,2.4112949374656734,-306.69131238447324,1015.8962555230877,-305.0,1125.0
-306.0,2.393018531377563,-307.6968576709797,1042.9814087616214,-306.0,1125.0
-307.0,2.383403591219033,-308.7024029574862,1069.6312027849401,-307.0,1246.9999999999998
-308.0,2.3804997189418127,-309.70794824399263,1092.1417059359117,-308.0,1247.0000000000002
-309.0,2.3823565164976306,-310.7134935304991,1106.8089865574098,-309.0,1247.0
-310.0,2.387023585838217,-311.7190388170056,1109.9291220895186,-310.0,1109.0
-311.0,2.3925505289153004,-312.72458410351203,1099.2160070198931,-311.0,1109.0
-312.0,2.3970679827105017,-313.73012939001853,1077.74177394544,-312.0,1061.0
-313.0,2.3990307243250073,-314.735674676525,1049.8441317030642,-313.0,1061.0000000000002
-314.0,2.3969745658898947,-315.7412199630314,1019.8607891296674,-314.0,1061.0
-315.0,2.389435319536242,-316.74676524953793,992.1294550621512,-315.0,1019.0000000000001
-316.0,2.3761141604113423,-317.7523105360444,970.9878383374221,-316.0,1019.0000000000002
-317.0,2.361373715727348,-318.7578558225509,960.5028429349147,-317.0,1019.0
-318.0,2.3507419757126296,-319.7634011090573,961.4467990721248,-318.0,1019.0
-319.0,2.349746930595553,-320.7689463955638,972.394824594338,-319.0,968.0
-320.0,2.362368708176316,-321.7744916820703,991.8820577074342,-320.0,968.0000000000001
-321.0,2.3863959865424196,-322.7800369685767,1018.4436366172896,-321.0,968.0
-322.0,2.418069581353198,-323.7855822550832,1050.614699529785,-322.0,968.0000000000001
-323.0,2.4536303082679813,-324.7911275415897,1086.9303846507955,-323.0,1323.0000000000002
-324.0,2.4893189829461018,-325.7966728280961,1125.9258301862014,-324.0,1323.0
